Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   40000/200000      std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_get_Tp_allocator() [35]
                0.00    0.00   40000/120000      void std::_Destroy<unsigned long long*, unsigned long long>(unsigned long long*, unsigned long long*, std::allocator<unsigned long long>&) [42]
                0.00    0.00   40000/120000      std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_deallocate(unsigned long long*, unsigned long) [40]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::fill_n<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&) [96]
[83]     0.0    0.00    0.00   40000         unsigned long long* std::__fill_n_a<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&, std::random_access_iterator_tag) [83]
                0.00    0.00   40000/40000       void std::__fill_a<unsigned long long*, unsigned long long>(unsigned long long*, unsigned long long*, unsigned long long const&) [98]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [86]
[84]     0.0    0.00    0.00   40000         unsigned long long* std::__niter_base<unsigned long long*>(unsigned long long*) [84]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [86]
[85]     0.0    0.00    0.00   40000         unsigned long long* std::__niter_wrap<unsigned long long*>(unsigned long long* const&, unsigned long long*) [85]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::copy<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [95]
[86]     0.0    0.00    0.00   40000         unsigned long long* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [86]
                0.00    0.00   80000/80000       unsigned long long const* std::__niter_base<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >) [60]
                0.00    0.00   40000/40000       unsigned long long* std::__niter_base<unsigned long long*>(unsigned long long*) [84]
                0.00    0.00   40000/40000       unsigned long long* std::__copy_move_a1<false, unsigned long long const*, unsigned long long*>(unsigned long long const*, unsigned long long const*, unsigned long long*) [87]
                0.00    0.00   40000/40000       unsigned long long* std::__niter_wrap<unsigned long long*>(unsigned long long* const&, unsigned long long*) [85]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [86]
[87]     0.0    0.00    0.00   40000         unsigned long long* std::__copy_move_a1<false, unsigned long long const*, unsigned long long*>(unsigned long long const*, unsigned long long const*, unsigned long long*) [87]
                0.00    0.00   40000/40000       unsigned long long* std::__copy_move_a2<false, unsigned long long const*, unsigned long long*>(unsigned long long const*, unsigned long long const*, unsigned long long*) [88]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::__copy_move_a1<false, unsigned long long const*, unsigned long long*>(unsigned long long const*, unsigned long long const*, unsigned long long*) [87]
[88]     0.0    0.00    0.00   40000         unsigned long long* std::__copy_move_a2<false, unsigned long long const*, unsigned long long*>(unsigned long long const*, unsigned long long const*, unsigned long long*) [88]
                0.00    0.00   40000/40000       unsigned long long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long long>(unsigned long long const*, unsigned long long const*, unsigned long long*) [68]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::fill_n<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&) [96]
[89]     0.0    0.00    0.00   40000         std::__size_to_integer(unsigned long) [89]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*, unsigned long long>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*, std::allocator<unsigned long long>&) [93]
[90]     0.0    0.00    0.00   40000         unsigned long long* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [90]
                0.00    0.00   40000/40000       unsigned long long* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [73]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::fill_n<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&) [96]
[91]     0.0    0.00    0.00   40000         std::iterator_traits<unsigned long long*>::iterator_category std::__iterator_category<unsigned long long*>(unsigned long long* const&) [91]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::__uninitialized_fill_n_a<unsigned long long*, unsigned long, unsigned long long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&, std::allocator<unsigned long long>&) [94]
[92]     0.0    0.00    0.00   40000         unsigned long long* std::uninitialized_fill_n<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&) [92]
                0.00    0.00   40000/40000       unsigned long long* std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&) [74]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::vector<unsigned long long, std::allocator<unsigned long long> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > > >(unsigned long, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >) [81]
[93]     0.0    0.00    0.00   40000         unsigned long long* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*, unsigned long long>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*, std::allocator<unsigned long long>&) [93]
                0.00    0.00   40000/40000       unsigned long long* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [90]
-----------------------------------------------
                0.00    0.00   40000/40000       std::vector<unsigned long long, std::allocator<unsigned long long> >::_M_fill_initialize(unsigned long, unsigned long long const&) [80]
[94]     0.0    0.00    0.00   40000         unsigned long long* std::__uninitialized_fill_n_a<unsigned long long*, unsigned long, unsigned long long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&, std::allocator<unsigned long long>&) [94]
                0.00    0.00   40000/40000       unsigned long long* std::uninitialized_fill_n<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&) [92]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [73]
[95]     0.0    0.00    0.00   40000         unsigned long long* std::copy<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [95]
                0.00    0.00   80000/80000       __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > > >(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >) [59]
                0.00    0.00   40000/40000       unsigned long long* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [86]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&) [74]
[96]     0.0    0.00    0.00   40000         unsigned long long* std::fill_n<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&) [96]
                0.00    0.00   40000/40000       std::iterator_traits<unsigned long long*>::iterator_category std::__iterator_category<unsigned long long*>(unsigned long long* const&) [91]
                0.00    0.00   40000/40000       std::__size_to_integer(unsigned long) [89]
                0.00    0.00   40000/40000       unsigned long long* std::__fill_n_a<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&, std::random_access_iterator_tag) [83]
-----------------------------------------------
                0.00    0.00   40000/40000       void std::_Destroy_aux<false>::__destroy<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*>(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*) [123]
[97]     0.0    0.00    0.00   40000         void std::_Destroy<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*) [97]
                0.00    0.00   40000/80000       std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::~dynamic_bitset() [55]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::__fill_n_a<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&, std::random_access_iterator_tag) [83]
[98]     0.0    0.00    0.00   40000         void std::__fill_a<unsigned long long*, unsigned long long>(unsigned long long*, unsigned long long*, unsigned long long const&) [98]
                0.00    0.00   40000/40000       __gnu_cxx::__enable_if<std::__is_scalar<unsigned long long>::__value, void>::__type std::__fill_a1<unsigned long long*, unsigned long long>(unsigned long long*, unsigned long long*, unsigned long long const&) [99]
-----------------------------------------------
                0.00    0.00   40000/40000       void std::__fill_a<unsigned long long*, unsigned long long>(unsigned long long*, unsigned long long*, unsigned long long const&) [98]
[99]     0.0    0.00    0.00   40000         __gnu_cxx::__enable_if<std::__is_scalar<unsigned long long>::__value, void>::__type std::__fill_a1<unsigned long long*, unsigned long long>(unsigned long long*, unsigned long long*, unsigned long long const&) [99]
-----------------------------------------------
                0.00    0.00   40000/40000       void std::_Construct<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >>(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*) [23]
[100]    0.0    0.00    0.00   40000         operator new(unsigned long, void*) [100]
-----------------------------------------------
                0.00    0.00       1/8           decltype (({parm#1}.size)()) std::size<std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > > >(std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > > const&) [145]
                0.00    0.00       1/8           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_default_append(unsigned long) [25]
                0.00    0.00       2/8           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::resize(unsigned long) [26]
                0.00    0.00       4/8           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_check_len(unsigned long, char const*) const [120]
[101]    0.0    0.00    0.00       8         std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::size() const [101]
-----------------------------------------------
                0.00    0.00       1/5           __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::allocate(unsigned long, void const*) [117]
                0.00    0.00       4/5           __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::max_size() const [103]
[102]    0.0    0.00    0.00       5         __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::_M_max_size() const [102]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::max_size(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > const&) [106]
[103]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::max_size() const [103]
                0.00    0.00       4/5           __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::_M_max_size() const [102]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::max_size() const [105]
[104]    0.0    0.00    0.00       4         std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_get_Tp_allocator() const [104]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_default_append(unsigned long) [25]
                0.00    0.00       2/4           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_check_len(unsigned long, char const*) const [120]
[105]    0.0    0.00    0.00       4         std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::max_size() const [105]
                0.00    0.00       4/4           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_get_Tp_allocator() const [104]
                0.00    0.00       4/4           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_S_max_size(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > const&) [107]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_S_max_size(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > const&) [107]
[106]    0.0    0.00    0.00       4         std::allocator_traits<std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::max_size(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > const&) [106]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::max_size() const [103]
-----------------------------------------------
                0.00    0.00       4/4           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::max_size() const [105]
[107]    0.0    0.00    0.00       4         std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_S_max_size(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > const&) [107]
                0.00    0.00       4/4           std::allocator_traits<std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::max_size(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > const&) [106]
                0.00    0.00       4/40004       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [61]
-----------------------------------------------
                0.00    0.00       1/3           main [1]
                0.00    0.00       2/3           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [137]
[108]    0.0    0.00    0.00       3         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [108]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::~vector() [141]
                0.00    0.00       2/3           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_default_append(unsigned long) [25]
[109]    0.0    0.00    0.00       3         std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_get_Tp_allocator() [109]
-----------------------------------------------
                0.00    0.00       3/3           unsigned long std::__detail::__mod<unsigned long, 2147483647ul, 1ul, 0ul>(unsigned long) [111]
[110]    0.0    0.00    0.00       3         std::__detail::_Mod<unsigned long, 2147483647ul, 1ul, 0ul, true, true>::__calc(unsigned long) [110]
-----------------------------------------------
                0.00    0.00       3/3           std::linear_congruential_engine<unsigned long, 48271ul, 0ul, 2147483647ul>::seed(unsigned long) [132]
[111]    0.0    0.00    0.00       3         unsigned long std::__detail::__mod<unsigned long, 2147483647ul, 1ul, 0ul>(unsigned long) [111]
                0.00    0.00       3/3           std::__detail::_Mod<unsigned long, 2147483647ul, 1ul, 0ul, true, true>::__calc(unsigned long) [110]
-----------------------------------------------
                0.00    0.00       3/3           std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >* std::__relocate_a<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&) [142]
[112]    0.0    0.00    0.00       3         std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >* std::__niter_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*>(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*) [112]
-----------------------------------------------
                0.00    0.00       2/2           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [136]
[113]    0.0    0.00    0.00       2         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [113]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::~_Vector_base() [129]
                0.00    0.00       1/2           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_default_append(unsigned long) [25]
[114]    0.0    0.00    0.00       2         std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_deallocate(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long) [114]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::deallocate(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long) [130]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [148]
[115]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [115]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::deallocate(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long) [130]
[116]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::deallocate(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long) [116]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::allocate(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&, unsigned long) [131]
[117]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::allocate(unsigned long, void const*) [117]
                0.00    0.00       1/5           __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::_M_max_size() const [102]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::allocator() [121]
[118]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::new_allocator() [118]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::~allocator() [122]
[119]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >::~new_allocator() [119]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_default_append(unsigned long) [25]
[120]    0.0    0.00    0.00       1         std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_check_len(unsigned long, char const*) const [120]
                0.00    0.00       4/8           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::size() const [101]
                0.00    0.00       2/4           std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::max_size() const [105]
                0.00    0.00       1/1           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [144]
-----------------------------------------------
